images_design/test_name.gif,"<h2>お天気流星群</h2>
     <p>
      最近、一枚絵を作るだけでなくもっと動的な作品を作る挑戦をしています。これはその第一号作品です。<br>
      多数ライブラリをベースにした自作Javaライブラリで制作しているので、かなり自由度高く作品を制作することができます。<br>
      素材には2017年第67回調布祭のパンフレットの表紙を使用しています。
     </p>", 
images_design/M3-jacket.jpg,"<h2>Rhythmic Motion ジャケット</h2>
     <p>サークルのCDジャケットの表紙です。<br>
      テーマを表し、販売会でも目立つようにと悩み抜いて作っています。
     </p>", 
